OBJECTID,Nombre del establecimiento educativo,Id del establecimiento educativo,NIT,Nombre de la sede educativa,Id de la sede educativa,Código de planta física,Fecha de la información,Dirección,Barrio,Teléfono,Email,Página web,Sector,Naturaleza Jurídica,Clase,Orden de la sede,Estado,Régimen y Categoría de Costos,Calendario,Género,Estrato,Zona,Nombre de la Localidad,Nombre UPL,Código UPL,Código UPZ,Nombre de la UPZ,Código Postal,Sector Censal,Especialidad para la Media,Carácter para la Media,Énfasis para el cáracter académico de la Media,Tipo de Discapacidad,Talentos o Capacidades Excepcionales,Grupos étnicos,Bilingue,Forma,coord_x,coord_y
2894,LICEO SAN PABLO,311102001066,9000299021,LICEO SAN PABLO,311102001066,0,2024/12/31,CL 65 J SUR # 78 J - 75,SAN PABLO I SECTOR,7751239  --  7751116  --  7791239  --  7764534  --  4724890  --  7820043,liceo_sanpablo@yahoo.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Bosa,BOSA,17,85,BOSA CENTRAL,110741,4524,Académica,Académico,,-FISICA-INTELECTUAL-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,Sin Información,,"-74,187119999825","4,604460000526401"
2895,COLEGIO GIOVANNI ANTONIO FARINA,311102001074,8909813335,COLEGIO GIOVANNI ANTONIO FARINA,311102001074,0,2024/12/31,KR 88 C # 54 F - 29 SUR,BRASILIA III SECTOR,7477643,colfarina@hotmail.com,www.colfarina.com,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Bosa,EDEN,16,84,BOSA OCCIDENTAL,110711,4604,Comercial,Técnico,,,,,Sin Información,,"-74,18569999961771","4,628340000552191"
2897,GIMNASIO MARTIN GALEANO,311102001139,417753579,GIMNASIO MARTIN GALEANO,311102001139,0,2024/12/31,KR 80 J # 73 D - 21 SUR,ARGELIA,7764274,gimarga2005@hotmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 3,URBANA,Bosa,BOSA,17,85,BOSA CENTRAL,110731,4505,Sin información,Sin información,,-INTELECTUAL-,,,Sin Información,,"-74,1998000003347","4,608560000492094"
2901,GIMNASIO LOS SAUCES,311102001287,8300568932,GIMNASIO LOS SAUCES,311102001287,0,2024/12/31,KR 88 I # 51 C - 15 SUR,S.C. BOSA BRASIL,7842752 -- 7838395 -- 7838396 -- 7838388,rectoria@gimsau.edu.co  --  gimsau@gimsau.edu.co  --  gcalidad@gimsau.edu.co,www.gimsau.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Bosa,EDEN,16,84,BOSA OCCIDENTAL,110711,4622,Académica,Académico,,-FISICA-INTELECTUAL-PSICOSOCIAL-VISUAL-,"-TALENTO EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN ARTES O LETRAS-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS-NEGRITUDES,Sin Información,,"-74,18273999955257","4,631749999912645"
2902,LICEO REAL ESPAÑA,411001000314,354906459,LICEO REAL ESPAÑA,411001000314,0,2024/12/31,KR 80 M # 74 A - 15 SUR,GRANCOLOMBIANO I,7821979  --  7896704,rectoria.real.espana@gmail.com,,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 2,URBANA,Bosa,BOSA,17,85,BOSA CENTRAL,110731,4539,Sin información,Sin información,,-PSICOSOCIAL-,,,Sin Información,,"-74,20144999979745","4,609910000416669"
2903,INSTITUTO CLARA FEY,411102000293,8600104575,INSTITUTO CLARA FEY,411102000293,0,2024/12/31,CL 58 C BIS SUR # 84 - 20,LA PAZ BOSA,7837501 -- 5797024,clarafey7@yahoo.com,,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Femenino,Estrato 2,URBANA,Bosa,EDEN,16,81,GRAN BRITALIA,110721,4525,Otra,Técnico,,,,INDIGENAS,Sin Información,,"-74,18513999975106","4,618130000271281"
2904,COLEGIO CARLOS ARANGO VELEZ (IED),111001000124,8001259035,CARLOS ARANGO VELEZ,111001000124,846,2024/12/31,KR 70 B # 24 B - 35 SUR,PROVIVIENDA ORIENTAL,4140218/23,coldicarlosarangov8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,44,AMERICAS,110831,4503,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LID",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,13596000026503","4,6162100001656325"
2907,COLEGIO DARIO ECHANDIA (IED),111001001279,8001082921,LOS PATIOS,111001034771,833,2024/12/31,KR 88 F BIS # 2 - 09,PATIO BONITO III,4542309  --  3057892101,coldidarioechandia8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,82,PATIO BONITO,110871,4535,Sin información,Sin información,,MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,16157999977882","4,643300000087169"
2910,COLEGIO CARLOS ARTURO TORRES (IED),111001011321,8001797689,CARLOS ARTURO TORRES,111001011321,849,2024/12/31,TV 72 B # 44 C - 19 SUR,DELICIAS,2381171 -- 7410946 -- 2043143,coldicarlosarturot8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,45,CARVAJAL,110841,4411,Académica,Académico,,AUDITIVA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,14640000040981","4,599559999975581"
2916,COLEGIO TOM ADAMS (IED),111001012343,8300140421,SAN JORGE,111001013196,840,2024/12/31,CL 40 A SUR # 79 C - 08,CIUDAD KENNEDY OCCIDENTAL,2934521,cedtomadams8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,47,KENNEDY CENTRAL,110851,4508,Sin información,Sin información,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,15895000032488","4,624259999721735"
2921,COLEGIO CLASS (IED),111001013129,8300224134,CIUDAD ROMA,111001050181,860,2024/12/31,CL 56 A SUR # 78 A - 20,ROMA,7774028,cedclass8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,BOSA,17,48,TIMIZA,110861,4532,Sin información,Sin información,,INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS,Sin Información,,"-74,17123999994892","4,60885999980152"
2965,COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA (IED),111001086771,8002431748,LAS PALMERAS,111001086860,830,2024/12/31,KR 90 A # 39 - 12 SUR,EL PARAISO,4527646,cedrodrigodetrian8@educacionbogota.edu.co,www.rodrigodetriana.edu.co,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,82,PATIO BONITO,110871,4538,Sin información,Sin información,,INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS,Sin Información,,"-74,16958000044046","4,64071999983607"
2969,COLEGIO HERNANDO DURAN DUSSAN (IED),111001100048,9008251613,HERNANDO DURAN DUSSAN,111001100048,878,2024/12/31,CL 42 F SUR # 88 A - 25,DINDALITO,4516672  --  4516619  --  3012313091,colherndurandussan@educacionbogota.edu.co  --  chdd.rectoria@etb.net.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,82,PATIO BONITO,110881,4539,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,17228000021461","4,6348500004479645"
2972,COLEGIO CODEMA (IED),111001104558,9001145758,CODEMA,111001104558,884,2024/12/31,CL 2 # 93 - 28,OSORIO III,4484613/14/15/16,inseducodema@educacionbogota.edu.co,www.colegio.redp.edu.co/codema,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,79,CALANDAIMA,110871,4546,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL E",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,16571999985172","4,648190000457317"
2975,COLEGIO SALUDCOOP SUR (IED),111001107778,900203856,SALUDCOOP SUR,111001107778,883,2024/12/31,AK 89 # 26 - 03 SUR,CALANDAIMA,2653248 -- 4514169,iedsaludcoopsur@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,79,CALANDAIMA,110871,4546,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,16375999986928","4,642329999999252"
2981,LICEO RODRIGO ARENAS BETANCOURT,311001000034,248673028,LICEO RODRIGO ARENAS BETANCOURT,311001000034,0,2024/12/31,KR 80 I # 54 - 18 SUR,GRAN BRITALIA,2657394 -- 2655193,liceoRAB@etb.net.co - liceorab1@gmail.com,www.liceorodrigoarenasbetancourt.com  --  www.lrab.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Kennedy,EDEN,16,48,TIMIZA,110861,4557,Académica,Académico,,-MULTIPLE-,,INDIGENAS,Sin Información,,"-74,17547000043352","4,617290000136931"
2982,GIMNASIO COLOMBO ANDINO,311001000158,9001684017,GIMNASIO COLOMBO ANDINO,311001000158,0,2024/12/31,CL 43 B SUR # 72 U - 08,SANTA CATALINA,8051252  --  3232031440,colombo_andino@hotmail.com -- gimnasiocolomboandino@hotmail.com  --  gimcolandy@yahoo.es,www.sian.net.co/colomboandino  --  www.gimnasiocolomboandino.edu.co,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,48,TIMIZA,110841,4584,Académica,Académico,,-INTELECTUAL-MULTIPLE-PSICOSOCIAL-OTRA,,INDIGENAS,Sin Información,,"-74,15611999995608","4,606170000546518"
2983,COLEGIO ERNESTO GUHL,311001000352,260470821,COLEGIO ERNESTO GUHL,311001000352,0,2024/12/31,CL 42 G SUR # 87 G - 16,HORIZONTE OCCIDENTE,4521719 -- 3158402658,colernestoguhl@hotmail.es -- liceorectoria@yahoo.es,www.colernestoguhl.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,82,PATIO BONITO,110881,4614,Académica,Académico,,-MULTIPLE-,,,Sin Información,,"-74,17243000000244","4,633210000546859"
2984,COLEGIO MONTFERRI,311001000841,416227582,COLEGIO MONTFERRI,311001000841,0,2024/12/31,KR 77 # 9 - 44,VILLA ALSACIA,2920226 -- 7022206,rectoria@colegiomontferri.edu.co  --  contacto@colegiomontferri.edu.co,www.colegiomontferri.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Kennedy,TINTAL,13,46,CASTILLA,110821,6504,Académica,Académico,,,-DOBLE EXCEPCIONALIDAD-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,,Sin Información,,"-74,13930000027177","4,641749999918815"
2929,COLEGIO FRANCISCO DE MIRANDA (IED),111001014974,8300265789,FRANCISCO DE MIRANDA,111001014974,816,2024/12/31,DG 41 SUR # 73 A - 80,TIMIZA B,2651415 -- 2651409 -- 2736252,cedfranciscodemir8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,48,TIMIZA,110841,4530,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",,Sin Información,,"-74,1544600004476","4,612550000377954"
2930,COLEGIO LAS AMERICAS (IED),111001015598,8605323649,LAS AMERICAS,111001015598,868,2024/12/31,KR 73 C BIS # 38 C - 84 SUR,TIMIZA,4501089  --  2651292,ubaslasamericas8@educacionbogota.edu.co,http//colegio.redp.edu.co/lasamericas  --  www.ubaamericas.tripod.com.co,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,45,CARVAJAL,110841,4512,Académica,Académico,MEDIOS AUDIVISUALES -- DISEÑO TECNOLOGICO,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-ROM,Sin Información,,"-74,15051000034549","4,616839999751763"
2931,COLEGIO O.E.A. (IED),111001015601,8001817470,O.E.A.,111001015601,819,2024/12/31,KR 72 L # 34 - 19 SUR,PROVIVIENDA OCCIDENTAL,4527015/16 -- 5630829 -- 2734831,cedoea8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,45,CARVAJAL,110841,4505,Otra,Técnico,,FISICA-INTELECTUAL-MULTIPLE-SORDOCEGUERA-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,14161000005858","4,617890000206483"
2936,COLEGIO LOS PERIODISTAS (IED),111001016101,8300648778,LOS PERIODISTAS,111001016101,834,2024/12/31,CL 41 C SUR # 78 H - 85,CIUDAD KENNEDY SUR,2733262  -- 2731787 -- 4541545  --  3204695184,cedlosperiodistas8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,47,KENNEDY CENTRAL,110851,4507,Académica,Académico,COMERCIO INTERNACIONA--GESTION AMBIENTAL--SISTEMAS,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL E",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,15820999963486","4,617470000569248"
2937,COLEGIO LA CHUCUA (IED),111001016136,8300426903,LA CHUCUA,111001016136,828,2024/12/31,KR 72 I # 42 F - 54 SUR,RENANIA URAPANES,3043986103  --  601741836,escdilachucua8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,KENNEDY,18,48,TIMIZA,110841,4518,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"TALENTO CIENTIFICO-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,14855000036304","4,603769999715637"
2938,COLEGIO KENNEDY (IED),111001016292,8605324149,KENNEDY,111001016292,852,2024/12/31,CL 5 SUR # 72 A - 69,CIUDAD KENNEDY,2656288/99 -- 2738266,coldikennedy8@educacionbogota.edu.co,www.coldikennedy.net,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,44,AMERICAS,110821,4509,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL EN TECNOLOGIA,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,14077999985517","4,620249999853442"
2939,COLEGIO KENNEDY (IED),111001016292,8605324149,ANTONIA SANTOS II,111001018082,808,2024/12/31,CL 25 SUR # 69 C - 34,PROVIVIENDA ORIENTAL,4461230,coldikennedy8@educacionbogota.edu.co,www.colegio-kennedy-ied.jimdo.com,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,44,AMERICAS,110831,4503,Sin información,Sin información,,AUDITIVA-INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES,Sin Información,,"-74,13540000039838","4,615349999842003"
2940,COLEGIO KENNEDY (IED),111001016292,8605324149,LOS HEROES,111001015628,832,2024/12/31,CL 35 B SUR # 73 A - 40 INT 1,CIUDAD KENNEDY ORIENTAL SUPERMANZANA 2,4524840/80,coldikennedy8@educacionbogota.edu.co,www.coldikennedy.net  --  www.colegio-kennedy-ied.jimdo.co,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,KENNEDY,18,47,KENNEDY CENTRAL,110851,4510,Sin información,Sin información,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,,AFRODESCENDIENTES-NEGRITUDES,Sin Información,,"-74,14541000037286","4,619820000032478"
2943,COLEGIO FERNANDO SOTO APARICIO (IED),111001024660,8605325383,PASTRANITA,111001013111,835,2024/12/31,KR 80 A # 51 B - 29 SUR,CASABLANCA SUR,4514579,colfdosotoaparicio@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,EDEN,16,81,GRAN BRITALIA,110861,4533,Sin información,Sin información,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,1726099999275","4,617190000076026"
2948,COLEGIO MANUEL CEPEDA VARGAS (IED),111001027391,8300629129,MANUEL CEPEDA VARGAS,111001027391,857,2024/12/31,CL 56 SUR # 81 - 26,GRAN BRITALIA,7763393 -- 7820397 -- 7771571,cedbritalia8@educacionbogota.edu.co,www.colegiomanuelcepedav.edu.co,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,EDEN,16,81,GRAN BRITALIA,110861,4525,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,17794000005391","4,616540000231793"
2949,COLEGIO MANUEL CEPEDA VARGAS (IED),111001027391,8300629129,GRAN BRITALIA,111001050172,824,2024/12/31,CL 47 A SUR # 82 - 99,GRAN BRITALIA I,4527021,cedbritalia8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,EDEN,16,81,GRAN BRITALIA,110861,4515,Sin información,Sin información,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,17295999973187","4,625309999930315"
2950,COLEGIO MANUEL CEPEDA VARGAS (IED),111001027391,8300629129,CAMILO TORRES,111001034088,809,2024/12/31,KR 83 # 46 B - 16 SUR,GRAN BRITALIA I,4521327,cedbritalia8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,EDEN,16,81,GRAN BRITALIA,110861,4515,Sin información,Sin información,,FISICA-INTELECTUAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS,Sin Información,,"-74,1729699997776","4,625630000528611"
2954,COLEGIO MANUEL ZAPATA OLIVELLA (IED),111001033898,8300495946,MANUEL ZAPATA OLIVELLA,111001033898,837,2024/12/31,CL 1 BIS # 87 - 84,PATIO BONITO,4512817/20,cedpatiobonitoii8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,PATIO BONITO,14,82,PATIO BONITO,110871,4534,Académica,Académico,GESTION EMPRESARIAL,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,1603100002577","4,640530000447673"
2956,COLEGIO LA FLORESTA SUR (IED),111001034045,8300372205,JUAN PABLO II,111102001164,827,2024/12/31,CL 2 SUR # 68 B - 08,HIPOTECHO SUR,4462172,cedlaflorestasur8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Kennedy,KENNEDY,18,44,AMERICAS,110831,4502,Sin información,Sin información,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,1277000002107","4,620440000211842"
2959,COLEGIO CASTILLA (IED),111001076767,8300228406,NUEVA CASTILLA,111001076767,818,2024/12/31,KR 78 C # 8 A - 43,CASTILLA,2923167 -- 4117589  --  4126624/25/26,cednvacastilla8@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 3,URBANA,Kennedy,TINTAL,13,46,CASTILLA,110821,6506,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LID",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,14189000044105","4,64044999998299"
